plate,well,compound,dose,score
32,compound-003_32_E30,hydroxyprogesterone,2.5,0.8565079569816589
32,compound-003_32_E31,chlormadinone-acetate,10.0,0.9310912489891052
32,compound-003_32_E32,Rilpivirine,0.25,0.42236459255218506
32,compound-003_32_E35,Esomeprazole,2.5,0.4917970895767212
32,compound-003_32_E36,selamectin,0.0025,0.8416150808334351
32,compound-003_32_E37,valethamate,0.01,0.524133563041687
32,compound-003_32_E38,ascorbic-acid,0.0025,0.4261607527732849
32,compound-003_32_E43,CRISPR_control,,0.730793833732605
32,compound-003_32_E44,Dasatinib,2.5,0.9994469285011292
32,compound-003_32_E45,tianeptine,10.0,0.6179918050765991
32,compound-003_32_E46,pancuronium,0.1,0.663066029548645
32,compound-003_32_F02,EMPTY_control,,1.238663673400879
32,compound-003_32_F03,verapamil,1.0,0.6732959151268005
32,compound-003_32_F04,albuterol,1.0,0.5331457853317261
32,compound-003_32_F06,CRISPR_control,,0.42562317848205566
32,compound-003_32_F11,ascorbic-acid,0.025,0.9730643033981323
32,compound-003_32_F15,Tofogliflozin(CSG 452),2.5,0.7965014576911926
32,compound-003_32_F16,Dasatinib,0.01,0.824411928653717
32,compound-003_32_F17,lomefloxacin,10.0,0.6304362416267395
32,compound-003_32_F19,cefetamet-pivoxil,10.0,0.9629175662994385
32,compound-003_32_F20,propranolol,0.25,0.7798906564712524
32,compound-003_32_F21,homatropine-methylbromide,2.5,0.5864483714103699
32,compound-003_32_F22,cefetamet-pivoxil,1.0,0.741508424282074
32,compound-003_32_F24,CRISPR_control,,0.9435770511627197
32,compound-003_32_F26,EMPTY_control,,1.1278268098831177
32,compound-003_32_F27,EMPTY_control,,1.2707526683807373
32,compound-003_32_F29,norgestrel,0.025,0.7914935350418091
32,compound-003_32_F30,Nelarabine,0.01,0.7286310791969299
32,compound-003_32_F32,mezlocillin,2.5,0.6019567251205444
32,compound-003_32_F33,triamcinolone-acetonide,0.025,0.7811099290847778
32,compound-003_32_F37,hydroxyprogesterone,0.01,0.5076483488082886
32,compound-003_32_F38,homatropine-methylbromide,0.01,0.4526376724243164
32,compound-003_32_F39,selamectin,0.1,0.546602189540863
32,compound-003_32_F40,EMPTY_control,,0.8732182383537292
32,compound-003_32_F41,CRISPR_control,,0.4070160686969757
32,compound-003_32_F42,Lumiracoxib,0.25,0.6470580697059631
32,compound-003_32_F44,doxycycline,10.0,1.0383185148239136
32,compound-003_32_F46,tianeptine,2.5,0.7168694138526917
32,compound-003_32_G03,methylprednisolone-sodium-succinate,0.01,0.4761207699775696
32,compound-003_32_G04,digoxin,0.01,0.7746537923812866
32,compound-003_32_G05,digoxin,0.0025,0.46832120418548584
32,compound-003_32_G06,CRISPR_control,,0.46862688660621643
32,compound-003_32_G07,Aklomide,0.25,0.7604680061340332
32,compound-003_32_G17,bevantolol,0.25,0.5832387804985046
32,compound-003_32_G19,mianserin,0.01,0.493429958820343
32,compound-003_32_G20,Amfebutamone,0.25,0.3357219398021698
32,compound-003_32_G21,CRISPR_control,,0.9168989062309265
32,compound-003_32_G22,GSK256066,0.25,1.0275150537490845
32,compound-003_32_G23,esomeprazole,0.25,0.6688941121101379
32,compound-003_32_G24,CRISPR_control,,0.5928192734718323
32,compound-003_32_G25,EMPTY_control,,0.6538769602775574
32,compound-003_32_G27,Triprolidine,10.0,1.029353380203247
32,compound-003_32_G28,LY2228820,0.25,0.3689054250717163
32,compound-003_32_G29,CRISPR_control,,1.7037748098373413
32,compound-003_32_G31,BI 2536,2.5,1.5132794380187988
32,compound-003_32_G32,Aklomide,0.025,0.4944593906402588
32,compound-003_32_G33,AZD3463,0.025,0.29654550552368164
32,compound-003_32_G35,ramatroban,1.0,0.4385033845901489
32,compound-003_32_G36,Fludarabine phosphate,0.01,0.4374479055404663
32,compound-003_32_G37,Letrozole,2.5,0.6322761178016663
32,compound-003_32_G38,nitenpyram,2.5,0.696291983127594
32,compound-003_32_G39,CRISPR_control,,0.5703567862510681
32,compound-003_32_G41,chlormadinone-acetate,2.5,0.583643913269043
32,compound-003_32_G44,EMPTY_control,,0.6209285259246826
32,compound-003_32_G46,CRISPR_control,,0.5071114897727966
32,compound-003_32_H03,tiaprofenic-acid,1.0,0.7145522236824036
32,compound-003_32_H04,synephrine,10.0,0.459786057472229
32,compound-003_32_H06,elbasvir,2.5,0.6220932602882385
32,compound-003_32_H07,MLN 2480,1.0,0.6601918935775757
32,compound-003_32_H08,etonogestrel,2.5,0.7994886636734009
32,compound-003_32_H09,MLN2238,0.25,2.8616113662719727
32,compound-003_32_H10,norgestrel,1.0,0.3859966993331909
32,compound-003_32_H13,mianserin,1.0,0.3956848978996277
32,compound-003_32_H15,ascorbic-acid,0.01,0.5208364725112915
32,compound-003_32_H16,digoxin,1.0,5.361561298370361
32,compound-003_32_H17,6-Mercaptopurine (6-MP),2.5,1.1537443399429321
32,compound-003_32_H18,medroxyprogesterone-acetate,2.5,0.4703310430049896
32,compound-003_32_H19,EMPTY_control,,1.2273918390274048
32,compound-003_32_H20,Reversine,0.01,0.45560353994369507
32,compound-003_32_H21,simvastatin,1.0,0.509342610836029
32,compound-003_32_H24,Ciprofloxacin,2.5,0.5127394199371338
32,compound-003_32_H25,Triclocarban,0.0025,0.7236855030059814
32,compound-003_32_H26,triamcinolone-acetonide,0.0025,0.4870486855506897
32,compound-003_32_H27,CRISPR_control,,0.38262686133384705
32,compound-003_32_H28,albuterol,0.0025,0.7268216013908386
32,compound-003_32_H29,etonogestrel,0.01,0.7388677000999451
32,compound-003_32_H30,regadenoson,10.0,0.6523699760437012
32,compound-003_32_H31,EMPTY_control,,0.6485349535942078
32,compound-003_32_H32,ramatroban,10.0,0.48926982283592224
32,compound-003_32_H36,EMPTY_control,,0.5271160006523132
32,compound-003_32_H38,EMPTY_control,,0.8022547960281372
32,compound-003_32_H39,verapamil,10.0,0.5540423393249512
32,compound-003_32_H44,Nelarabine,10.0,0.4543275237083435
32,compound-003_32_H45,hydroflumethiazide,0.025,0.6142315864562988
32,compound-003_32_H46,Peficitinb,2.5,0.5019087195396423
32,compound-003_32_I02,EMPTY_control,,0.5161267518997192
32,compound-003_32_I03,propranolol,1.0,0.6236452460289001
32,compound-003_32_I04,albuterol,0.1,0.580773651599884
32,compound-003_32_I05,GSK429286A,0.25,0.5669050216674805
32,compound-003_32_I07,bevantolol,1.0,0.4374358057975769
32,compound-003_32_I09,verapamil,0.01,0.6265431642532349
32,compound-003_32_I13,DEET,1.0,0.6664008498191833
32,compound-003_32_I14,MI-773,0.25,0.5356728434562683
32,compound-003_32_I15,chlormadinone-acetate,0.25,0.555957019329071
32,compound-003_32_I16,sofalcone,0.025,0.6286113262176514
32,compound-003_32_I17,EMPTY_control,,1.224770188331604
32,compound-003_32_I18,EMPTY_control,,0.6349672079086304
32,compound-003_32_I20,PQ 401,0.25,0.6273093223571777
32,compound-003_32_I21,hesperidin,0.1,0.4865975081920624
32,compound-003_32_I22,medroxyprogesterone-acetate,0.25,0.8659189343452454
32,compound-003_32_I24,EMPTY_control,,0.7009450197219849
32,compound-003_32_I25,Fludarabine phosphate,0.025,1.262277603149414
32,compound-003_32_I27,esomeprazole,10.0,0.572553813457489
32,compound-003_32_I29,doxycycline,0.0025,0.9339103698730469
32,compound-003_32_I30,dicloxacillin,1.0,0.6887244582176208
32,compound-003_32_I32,tulobuterol,0.025,0.7952872514724731
32,compound-003_32_I33,mezlocillin,0.1,0.7776209115982056
32,compound-003_32_I34,pancuronium,1.0,0.5910627245903015
32,compound-003_32_I35,pancuronium,0.0025,0.6223258376121521
32,compound-003_32_I38,sofalcone,10.0,0.7578666806221008
32,compound-003_32_I42,regadenoson,1.0,0.8282822370529175
32,compound-003_32_I43,CRISPR_control,,0.9524728059768677
32,compound-003_32_I44,Ciprofloxacin,0.25,0.4887261390686035
32,compound-003_32_I46,ascorbic-acid,0.25,0.45285117626190186
32,compound-003_32_J02,hydroflumethiazide,0.0025,0.406141459941864
32,compound-003_32_J03,mirtazapine,10.0,0.764220654964447
32,compound-003_32_J06,Nelarabine,0.25,0.7800037264823914
32,compound-003_32_J07,etonogestrel,10.0,0.7766152620315552
32,compound-003_32_J10,Tofogliflozin(CSG 452),0.01,0.5396738052368164
32,compound-003_32_J11,hydroxyprogesterone,10.0,0.912306010723114
32,compound-003_32_J12,CRISPR_control,,0.4725385010242462
32,compound-003_32_J13,CRISPR_control,,0.6051948070526123
32,compound-003_32_J15,ascorbic-acid,10.0,1.0716079473495483
32,compound-003_32_J16,bevantolol,0.025,0.5862866640090942
32,compound-003_32_J19,hesperidin,2.5,0.5711279511451721
32,compound-003_32_J20,AZD3463,10.0,5.188169002532959
32,compound-003_32_J22,homatropine-methylbromide,10.0,0.5327509045600891
32,compound-003_32_J23,Triprolidine,1.0,0.6453199982643127
32,compound-003_32_J27,selamectin,1.0,0.5785374641418457
32,compound-003_32_J28,Rilpivirine,0.01,0.821223258972168
32,compound-003_32_J29,ramatroban,0.25,0.594740629196167
32,compound-003_32_J31,DEET,0.1,0.8987913727760315
32,compound-003_32_J33,medroxyprogesterone-acetate,1.0,0.6292579770088196
32,compound-003_32_J34,EMPTY_control,,0.5597840547561646
32,compound-003_32_J37,simvastatin,0.1,0.6565637588500977
32,compound-003_32_J38,EMPTY_control,,0.6469756960868835
32,compound-003_32_J39,CRISPR_control,,1.0161617994308472
32,compound-003_32_J40,CRISPR_control,,0.6698547005653381
32,compound-003_32_J44,CRISPR_control,,0.4998747706413269
32,compound-003_32_J45,mezlocillin,1.0,0.5658609867095947
32,compound-003_32_K02,CRISPR_control,,1.044124722480774
32,compound-003_32_K03,fenoldopam,1.0,0.6173853278160095
32,compound-003_32_K06,Triclocarban,1.0,0.8268579244613647
32,compound-003_32_K08,Niraparib (MK-4827) tosylate,10.0,0.6378669738769531
32,compound-003_32_K12,Nafronyl,0.1,0.5268989205360413
32,compound-003_32_K14,Niraparib (MK-4827) tosylate,0.01,0.4553975760936737
32,compound-003_32_K19,valethamate,1.0,0.5291759967803955
32,compound-003_32_K21,Flavopiridol,0.25,1.3763537406921387
32,compound-003_32_K23,Dasatinib,0.0025,0.4911571443080902
32,compound-003_32_K25,pancuronium,2.5,0.5376060009002686
32,compound-003_32_K27,PQ 401,10.0,0.4730903208255768
32,compound-003_32_K29,synephrine,1.0,0.6154550909996033
32,compound-003_32_K32,bevantolol,0.0025,0.5840633511543274
32,compound-003_32_K37,danazol,2.5,0.8983781933784485
32,compound-003_32_K38,CRISPR_control,,0.8447410464286804
32,compound-003_32_K39,PD0325901,2.5,0.8527557253837585
32,compound-003_32_K41,hydroflumethiazide,1.0,0.7883297204971313
32,compound-003_32_K46,BIRB 796,2.5,0.39347755908966064
32,compound-003_32_K47,EMPTY_control,,0.9859896898269653
32,compound-003_32_L03,propranolol,0.025,0.8237586617469788
32,compound-003_32_L04,hydroxyprogesterone,0.1,0.4656442403793335
32,compound-003_32_L06,CRISPR_control,,0.9084964394569397
32,compound-003_32_L07,DEET,0.01,0.6058502197265625
32,compound-003_32_L09,methylprednisolone-sodium-succinate,2.5,0.6353691220283508
32,compound-003_32_L10,CRISPR_control,,0.402940958738327
32,compound-003_32_L13,regadenoson,0.25,0.6030227541923523
32,compound-003_32_L15,Niraparib (MK-4827) tosylate,2.5,0.6538781523704529
32,compound-003_32_L16,Tofogliflozin(CSG 452),0.0025,0.4800090789794922
32,compound-003_32_L17,selamectin,0.025,0.8291880488395691
32,compound-003_32_L20,ibuprofen,10.0,0.4473283588886261
32,compound-003_32_L21,CRISPR_control,,0.3964066505432129
32,compound-003_32_L23,esomeprazole,0.025,0.6346511244773865
32,compound-003_32_L26,Ciprofloxacin,10.0,0.45590418577194214
32,compound-003_32_L29,DEET,0.25,0.5654211044311523
32,compound-003_32_L30,ibuprofen,0.025,0.6666483879089355
32,compound-003_32_L31,verapamil,0.025,0.5578615665435791
32,compound-003_32_L33,Triclocarban,0.1,0.4985909163951874
32,compound-003_32_L35,CRISPR_control,,0.5031867027282715
32,compound-003_32_L38,fenoldopam,0.025,0.9506075978279114
32,compound-003_32_L41,CRISPR_control,,0.6199320554733276
32,compound-003_32_L42,hesperidin,0.025,0.620677649974823
32,compound-003_32_L43,bevantolol,2.5,0.7431524395942688
32,compound-003_32_M03,Tofogliflozin(CSG 452),1.0,1.433235764503479
32,compound-003_32_M06,Triprolidine,0.1,1.1281620264053345
32,compound-003_32_M07,tulobuterol,10.0,0.5379263758659363
32,compound-003_32_M08,Letrozole,0.25,1.3083010911941528
32,compound-003_32_M09,AZM475271,0.25,0.4958558976650238
32,compound-003_32_M10,MLN 2480,0.25,0.6684848666191101
32,compound-003_32_M12,CRISPR_control,,1.1794204711914062
32,compound-003_32_M13,methylprednisolone-sodium-succinate,1.0,0.8592833280563354
32,compound-003_32_M15,EMPTY_control,,1.183361530303955
32,compound-003_32_M19,CEP-18770,2.5,3.256070375442505
32,compound-003_32_M20,CRISPR_control,,0.6254519820213318
32,compound-003_32_M22,selamectin,2.5,0.4759988784790039
32,compound-003_32_M25,propranolol,0.01,0.4804764986038208
32,compound-003_32_M28,mirtazapine,1.0,0.44115254282951355
32,compound-003_32_M31,ramatroban,2.5,0.46982845664024353
32,compound-003_32_M32,Etoricoxib,10.0,1.6041299104690552
32,compound-003_32_M33,CRISPR_control,,0.5275230407714844
32,compound-003_32_M38,CRISPR_control,,1.9781824350357056
32,compound-003_32_M40,Triprolidine,0.01,0.5383514165878296
32,compound-003_32_M41,mianserin,0.25,0.5347865223884583
32,compound-003_32_M44,Etoricoxib,2.5,0.86415696144104
32,compound-003_32_N02,CRISPR_control,,0.5532320737838745
32,compound-003_32_N06,tiletamine,0.0025,0.963562548160553
32,compound-003_32_N09,Triclocarban,0.025,0.496377557516098
32,compound-003_32_N10,nitenpyram,0.025,0.6113526821136475
32,compound-003_32_N11,Tofogliflozin(CSG 452),0.025,0.9101054072380066
32,compound-003_32_N12,nitenpyram,1.0,0.9419645071029663
32,compound-003_32_N13,cefetamet-pivoxil,0.01,0.6643044948577881
32,compound-003_32_N14,methylprednisolone-sodium-succinate,0.25,0.6627613306045532
32,compound-003_32_N15,tulobuterol,2.5,0.4484604597091675
32,compound-003_32_N16,EMPTY_control,,0.8058683276176453
32,compound-003_32_N19,Nafronyl,1.0,0.6085959076881409
32,compound-003_32_N21,Niraparib (MK-4827) tosylate,0.25,0.38079625368118286
32,compound-003_32_N22,Etoricoxib,0.025,0.7824831604957581
32,compound-003_32_N23,EMPTY_control,,0.739168643951416
32,compound-003_32_N26,MLN2238,2.5,4.045431613922119
32,compound-003_32_N28,cefminox,2.5,1.7935919761657715
32,compound-003_32_N30,PD0325901,0.25,0.7315532565116882
32,compound-003_32_N32,CRISPR_control,,0.6214534044265747
32,compound-003_32_N36,hesperidin,10.0,0.6452884078025818
32,compound-003_32_N38,Nelarabine,1.0,0.6239332556724548
32,compound-003_32_N41,elbasvir,0.0025,1.0704063177108765
32,compound-003_32_N42,albuterol,0.25,0.37406185269355774
32,compound-003_32_N44,EMPTY_control,,0.625097930431366
32,compound-003_32_N46,ibuprofen,0.0025,0.9255065321922302
32,compound-003_32_N47,Ciprofloxacin,0.0025,0.6590181589126587
32,compound-003_32_O02,hesperidin,0.0025,0.6391462087631226
32,compound-003_32_O05,Fenofibric acid,0.0025,0.5443560481071472
32,compound-003_32_O06,Triclocarban,0.25,0.5379093289375305
32,compound-003_32_O07,EMPTY_control,,1.166085124015808
32,compound-003_32_O08,CRISPR_control,,0.8889442086219788
32,compound-003_32_O14,pancuronium,0.025,0.5118147730827332
32,compound-003_32_O16,lomefloxacin,1.0,0.5958757996559143
32,compound-003_32_O18,nitenpyram,0.25,0.5781098008155823
32,compound-003_32_O20,EMPTY_control,,0.5866783857345581
32,compound-003_32_O22,CRISPR_control,,0.8032398223876953
32,compound-003_32_O25,PQ 401,1.0,0.47261008620262146
32,compound-003_32_O26,regadenoson,0.025,0.5946091413497925
32,compound-003_32_O27,elbasvir,10.0,0.6268595457077026
32,compound-003_32_O28,methylprednisolone-sodium-succinate,10.0,0.5669112801551819
32,compound-003_32_O30,tiaprofenic-acid,2.5,0.4344319999217987
32,compound-003_32_O32,simvastatin,0.025,0.5055730938911438
32,compound-003_32_O33,Clozapine,0.25,0.5608677864074707
32,compound-003_32_O34,norgestrel,0.01,1.181347131729126
32,compound-003_32_O36,Reversine,0.25,0.4169750511646271
32,compound-003_32_O40,LB42708,10.0,0.5852907299995422
32,compound-003_32_O41,dicloxacillin,10.0,0.6616403460502625
32,compound-003_32_O44,CRISPR_control,,1.5993539094924927
32,compound-003_32_O45,CRISPR_control,,0.5473653078079224
32,compound-003_32_O46,CRISPR_control,,0.8914191126823425
32,compound-003_32_O47,Rufinamide,0.25,0.49779435992240906
32,compound-003_32_P06,LB42708,0.01,0.6255360245704651
32,compound-003_32_P07,EMPTY_control,,0.9817036390304565
32,compound-003_32_P09,Nafronyl,0.025,0.5724406838417053
32,compound-003_32_P10,Rilpivirine,10.0,0.8485705256462097
32,compound-003_32_P11,tiaprofenic-acid,0.25,0.4537454843521118
32,compound-003_32_P12,EMPTY_control,,0.47710296511650085
32,compound-003_32_P13,mirtazapine,0.0025,0.5919678211212158
32,compound-003_32_P16,hydroflumethiazide,2.5,0.4835360050201416
32,compound-003_32_P18,CRISPR_control,,0.337316632270813
32,compound-003_32_P19,chlormadinone-acetate,0.1,0.8685987591743469
32,compound-003_32_P20,MLN 2480,0.025,0.5673221945762634
32,compound-003_32_P24,homatropine-methylbromide,0.1,0.5946301221847534
32,compound-003_32_P26,ibuprofen,0.1,0.8573694229125977
32,compound-003_32_P27,ascorbic-acid,0.1,0.7783581614494324
32,compound-003_32_P28,CRISPR_control,,1.359527587890625
32,compound-003_32_P30,fenoldopam,10.0,0.6118090152740479
32,compound-003_32_P32,LB42708,0.25,0.442216694355011
32,compound-003_32_P33,chlormadinone-acetate,0.01,0.7965691089630127
32,compound-003_32_P35,sofalcone,2.5,0.4412635862827301
32,compound-003_32_P36,EMPTY_control,,1.1020783185958862
32,compound-003_32_P38,cefetamet-pivoxil,0.025,0.613721489906311
32,compound-003_32_P40,CRISPR_control,,0.9282910227775574
32,compound-003_32_P42,elbasvir,0.01,0.6615889072418213
32,compound-003_32_P45,Fenofibric acid,0.1,1.2031621932983398
32,compound-003_32_P46,tiaprofenic-acid,0.0025,0.49501684308052063
32,compound-003_32_Q02,EMPTY_control,,0.8536567687988281
32,compound-003_32_Q03,elbasvir,0.25,0.6925209164619446
32,compound-003_32_Q04,simvastatin,2.5,1.0525227785110474
32,compound-003_32_Q10,EMPTY_control,,1.02773118019104
32,compound-003_32_Q12,Desipramine,2.5,0.6213041543960571
32,compound-003_32_Q13,LY2835219,0.25,0.8546629548072815
32,compound-003_32_Q16,ascorbic-acid,2.5,0.4385509192943573
32,compound-003_32_Q17,CRISPR_control,,0.49583566188812256
32,compound-003_32_Q18,tiletamine,0.025,0.7010667324066162
32,compound-003_32_Q19,CRISPR_control,,0.7256669998168945
32,compound-003_32_Q21,ascorbic-acid,1.0,0.7287101745605469
32,compound-003_32_Q23,Clozapine,2.5,0.45160743594169617
32,compound-003_32_Q26,EMPTY_control,,1.632199764251709
32,compound-003_32_Q30,mianserin,10.0,0.3261629045009613
32,compound-003_32_Q31,ramatroban,0.025,1.0257035493850708
32,compound-003_32_Q35,digoxin,0.1,5.146841049194336
32,compound-003_32_Q36,Dasatinib,0.1,1.1905312538146973
32,compound-003_32_Q37,triamcinolone-acetonide,10.0,0.5947331786155701
32,compound-003_32_Q38,pancuronium,0.01,0.6868661642074585
32,compound-003_32_Q42,Tofogliflozin(CSG 452),10.0,0.9573149085044861
32,compound-003_32_Q43,RepSox,0.1,0.7975552082061768
32,compound-003_32_Q47,lomefloxacin,2.5,0.4921685457229614
32,compound-003_32_R06,dicloxacillin,2.5,1.117595911026001
32,compound-003_32_R09,CRISPR_control,,0.6568190455436707
32,compound-003_32_R10,selamectin,10.0,1.1538993120193481
32,compound-003_32_R13,Reversine,0.025,0.4251590967178345
32,compound-003_32_R14,MLN9708,0.25,3.453911781311035
32,compound-003_32_R19,Lumiracoxib,2.5,0.35213956236839294
32,compound-003_32_R21,Thiazovivin,0.25,0.9900674223899841
32,compound-003_32_R23,hydroxyprogesterone,0.25,0.5227879285812378
32,compound-003_32_R27,hydroxyprogesterone,1.0,0.5161673426628113
32,compound-003_32_R30,Niraparib (MK-4827) tosylate,0.1,0.5678722858428955
32,compound-003_32_R32,hesperidin,0.25,1.1957224607467651
32,compound-003_32_R37,tulobuterol,0.0025,0.43872368335723877
